id	text	audio_url	translate_id	translate_text
379739	I'm an atheist.	http://www.manythings.org/tatoeba	9685664	Tôi là một người vô thần.
380799	You didn't tell her anything?	NULL	1554863	Mày không nói nó bất cứ điều gì phải không?
383768	I dedicate this book to my daughter.	http://www.manythings.org/tatoeba	1547273	Tôi dành tặng cuốn sách này cho con gái tôi.
383949	I want to speak about my love.	NULL	9032863	Tôi muốn kể về tình yêu của tôi.
384559	It's raining cats and dogs.	http://www.manythings.org/tatoeba	8992729	Trời đang mưa như trút nước vậy.
385394	You're so beautiful!	http://www.manythings.org/tatoeba	9008604	Bạn đẹp quá!
387411	It's a little cold today.	http://www.manythings.org/tatoeba	8991729	Hôm nay trời hơi lạnh.
387416	That kind of thing can't be found just anywhere.	http://www.manythings.org/tatoeba	506806	Thứ này không thể tìm ở bất cứ đâu.
387451	In Japan, the new semester begins in April.	http://www.manythings.org/tatoeba	8982140	Ở Nhật Bản, học kỳ mới sẽ bắt đầu vào tháng Tư.
387498	I have never read such a scary novel.	NULL	5159523	Tôi chưa từng đọc cuốn tiểu thuyết nào đáng sợ như vậy.
387557	Nobody believes what I say.	http://www.manythings.org/tatoeba	7773247	Chả ai tin những gì tôi nói cả.
387566	Please give me a cup of water.	http://www.manythings.org/tatoeba	9712997	Xin hãy cho tôi một cốc nước.
388279	I've heard that Mary wants a divorce.	NULL	6546660	Tôi nghe nói rằng Mary muốn ly dị.
388303	Can she endure a long trip?	NULL	8993876	Cô ấy có chịu được một chuyến đi dài không?
388475	To see him talk, you might think he's a girl.	NULL	1541990	Nhìn anh ta nói chuyện, bạn có thể tưởng anh ta là con gái.
388710	I've never seen him in jeans.	http://www.manythings.org/tatoeba	9056917	Tôi chưa thấy anh ấy mặc quần jean bao giờ.
388852	It's true that she's dead.	http://www.manythings.org/tatoeba	10257875	Đúng là cô ấy đã mất.
388881	What do you think she is doing now?	http://www.manythings.org/tatoeba	9056922	Bạn nghĩ bây giờ cô ấy đang làm gì?
388907	He was admitted without taking the exam.	NULL	8997643	Cậu ấy đã được nhận vào học mà không cần phải tham gia kỳ thi.
389172	Being careful about his health, he seldom gets sick.	NULL	5754205	Rất quan tâm đến sức khỏe nên anh ấy hiếm khi bị ốm.
389480	I have no small change about me.	NULL	557052	Tôi không mang theo tiền lẻ.
389526	She is independent of her parents.	NULL	1567326	Cô ấy độc lập khỏi ba mẹ của cô ấy.
389652	I heard that he was very rich.	NULL	3460409	Tôi nghe nói anh ta đã rất giàu.
390011	My God, my God, why hast thou forsaken me?	NULL	8982121	Hỡi Chúa của con, hỡi Chúa của con, tại sao ngài lại nỡ bỏ rơi con?
390714	Silvio Berlusconi is an Italian politician, the current Prime Minister of Italy, as well as a successful entrepreneur.	NULL	9004400	Silvio Berlusconi là một chính trị gia người Ý, Thủ tướng đương nhiệm của nước Ý, cũng như là một doanh nhân thành đạt.
390924	Don't be shy.	http://www.manythings.org/tatoeba	1558458	Đừng ngại.
392151	I pretended not to understand what he was saying.	http://www.manythings.org/tatoeba	9415762	Tôi đã giả vờ là không hiểu anh ấy đang nói gì.
392630	It would not be an exaggeration to say that Augustine's thought had an influence not only on Christianity but on the whole of Western thought.	NULL	5150140	Sẽ không phải là quá đáng khi nói rằng tư tưởng của Augustine ảnh hưởng không chỉ riêng Thiên Chúa giáo mà còn tới tư tương của toàn bộ phương Tây.
393816	I don't want your pity.	http://www.manythings.org/tatoeba	9006365	Tao không cần lòng thương hại của chúng mày.
393913	The only evidence was the traces of semen stuck to the underwear.	NULL	9035528	Bằng chứng duy nhất là dấu vết tinh trùng ở cái quần lót.
394802	I plan to break up with her.	NULL	5758832	Tôi định sẽ chia tay với cô ấy.
394879	What's the difference between a village and a town?	http://www.manythings.org/tatoeba	1598581	Ngôi làng và thị trấn khác nhau chỗ nào?
395036	I can't stand him.	http://www.manythings.org/tatoeba	515415	Tôi không thể chịu được anh ta.
395401	Whales are very large mammals that live in the ocean.	http://www.manythings.org/tatoeba	9016063	Cá voi là một loài động vật có vú khổng lồ sống ở biển.
395402	Show me an example.	http://www.manythings.org/tatoeba	9058141	Hãy cho tôi một ví dụ.
395439	I forgot your phone number.	http://www.manythings.org/tatoeba	9022319	Tôi đã quên mất số điện thoại của bạn rồi.
395913	She wept all the night.	NULL	9778068	Cô ấy đã khóc cả đêm.
396732	He's feeling tired after German class.	NULL	8978370	Anh ấy đang cảm thấy mệt mỏi sau giờ học tiếng Đức.
397029	The door of the office is yellow.	http://www.manythings.org/tatoeba	8957178	Cánh cửa của văn phòng có màu vàng.
398875	He often helps others.	http://www.manythings.org/tatoeba	9013964	Anh ấy hay giúp đỡ người khác.
399107	I love Korean food.	http://www.manythings.org/tatoeba	8963537	Tôi cực kỳ thích ẩm thực Hàn Quốc.
400191	What would you like to eat?	http://www.manythings.org/tatoeba	4950228	Bạn muốn ăn gì?
400410	I love you very much.	http://www.manythings.org/tatoeba	8999760	Em yêu anh rất nhiều.
401908	My hamster has a swollen testicle on one side.	NULL	8981775	Con chuột hamster của tôi bị sưng một bên tinh hoàn.
402047	He doesn't just speak French, he speaks Spanish as well.	NULL	3534099	Ngoài tiếng Pháp ra, anh ta còn có thể nói tiếng Tây Ban Nha.
402599	It's not a wife that I want, but a sex friend.	NULL	8987305	Tôi muốn một người bạn để quan hệ tình dục hơn là một người vợ.
402802	I like to eat watermelon.	http://www.manythings.org/tatoeba	490770	Tôi thích ăn dưa hấu.
403126	Would you like to eat?	http://www.manythings.org/tatoeba	8996896	Bạn có muốn ăn gì không?
403295	A close neighbor is better than a distant relative.	NULL	8990229	Bán anh em xa mua láng giềng gần.
403606	I can barely stand his behavior.	NULL	1511618	tôi có thể chịu đựng được sự đối xử của nó.
404101	When I was a child, I used to swim in that pond.	http://www.manythings.org/tatoeba	9034874	Hồi nhỏ, tôi rất hay bơi ở cái ao đó.
404824	Don't look a gift horse in the mouth.	http://www.manythings.org/tatoeba	8990962	Đừng có mà được voi đòi tiên.
405842	I dropped by the bookstore and bought an interesting book.	http://www.manythings.org/tatoeba	836926	Tôi ghé qua hiệu sách và mua một cuốn sách thú vị.
405845	I saw John at the library.	NULL	836927	Tôi thấy John ở thư viện.
406982	When you skateboard, it puts quite a strain on your knees.	NULL	1570326	Khi bạn trượt ván, lực sẽ đè mạnh lên đầu gối của bạn.
407196	Only unemployed people date on Wednesdays.	NULL	407199	Chỉ có những người thất nghiệp mới hẹn hò vào thứ tư.
407530	Anyone cherishes his native town in his heart.	NULL	9033792	Trái tim của bất cứ ai cũng hướng về quê hương.
408293	What's your name?	http://www.manythings.org/tatoeba	4950229	Tên bạn là gì?
410599	What an idiot I am!	http://www.manythings.org/tatoeba	8960075	Tôi đúng là một thằng ngu!
412447	Better safe than sorry.	http://www.manythings.org/tatoeba	8990707	Cẩn tắc vô áy náy.
413025	Even with all his wealth and fame, he's unhappy.	http://www.manythings.org/tatoeba	9419030	Mặc dù sở hữu nhiều tài sản và danh tiếng đến thế, nhưng anh ấy lại không hạnh phúc.
413731	One, two, three, four, five, six, seven, eight, nine, ten.	NULL	5918	Một, hai, ba, bốn, năm, sáu, bảy, tám, chín, mười.
413788	Let's do it.	http://www.manythings.org/tatoeba	3460367	Thực hiện thôi.
413789	Let's try it.	http://www.manythings.org/tatoeba	3460370	Thử nó xem sao.
413821	What's this?	http://www.manythings.org/tatoeba	9183316	Đây là cái gì?
414128	I can't see anything.	http://www.manythings.org/tatoeba	5763234	Tôi không nhìn được gì.
414845	There's no doubt: the universe is infinite.	NULL	5148015	Không còn nghi ngờ gì nữa: vũ trụ là vô tận.
414905	Let's have a try.	http://www.manythings.org/tatoeba	3460369	Thử xem nào.
415474	"You OK? ""Wha-... Yes, it's nothing."""	NULL	8996885	"Bạn có sao không? ""A!... À không, không có gì đâu."""
415514	I will try.	NULL	5147615	Tôi sẽ thử xem sao.
416368	I didn't mean to give that impression.	http://www.manythings.org/tatoeba	9733942	Tôi không định gây cho bạn ấn tượng như thế.
416890	How did you reply?	http://www.manythings.org/tatoeba	8989041	Bạn đã trả lời như thế nào?
416970	I saw him for the first time in 10 years.	NULL	5150850	Tôi gặp anh ta lần đầu tiên 10 năm trước.
417020	Wow! It's been a long time.	http://www.manythings.org/tatoeba	5149406	Ồ! Đã từ lâu lâu lắm rồi.
417024	He lost his job.	http://www.manythings.org/tatoeba	9090767	Anh ấy đã trở nên thất nghiệp.
417801	My eyes hurt.	http://www.manythings.org/tatoeba	6275553	Mắt tớ đau.
418025	I'm a good taxi driver.	http://www.manythings.org/tatoeba	1622623	Tôi là một tài xế taxi tốt.
418848	I have a lot of homework.	http://www.manythings.org/tatoeba	9006422	Tôi có nhiều bài tập.
418873	He overslept this morning.	http://www.manythings.org/tatoeba	496375	Sáng nay ông ấy đã ngủ quá giờ.
423444	I don't like Alice.	NULL	5754808	Tôi không thích Alice.
423514	George seems to be a good boy.	NULL	8834770	Geogre trông có vẻ là một cậu bé ngoan.
424856	The president proposed a new plan.	NULL	4456382	Ngài tổng thống đã đề xuất một chương trình mới.
424880	My father encouraged me to learn how to play the piano.	http://www.manythings.org/tatoeba	3470053	Cha tôi khuyến khích tôi học đàn piano.
425906	Never trust a woman with a pistol in hand.	NULL	9028715	Đừng bao giờ tin một người phụ nữ có một khẩu súng trong tay.
426616	The enemy can't get close.	http://www.manythings.org/tatoeba	8962013	Kẻ thù không thể tiến lại gần.
427739	We know this song.	http://www.manythings.org/tatoeba	1574508	Chúng tôi biết bài hát này.
427934	There are a million people in Auckland.	NULL	5911224	Có một triệu người ở Auckland.
428081	He has a foreign car.	NULL	9029812	Anh ấy có một cái ô tô nước ngoài.
430471	Everyone likes her.	http://www.manythings.org/tatoeba	8995064	Tất cả mọi người đều thích cô ấy.
430688	Cancer is a great enemy of mankind.	NULL	3481647	Ung thư là kẻ thù rất lớn của loài người.
431139	She came to Tokyo at the age of 18.	NULL	9034856	Cô ấy đã lên Tokyo khi cô ấy mười tám tuổi.
431141	She came to Tokyo when she was 18.	NULL	9034855	Cô ấy đã lên thủ đô khi cô ấy 18 tuổi.
432314	I hear you've got a new girlfriend.	http://www.manythings.org/tatoeba	1554847	Tao nghe nói máy có bạn gái mới.
433492	Of course.	http://www.manythings.org/tatoeba	752564	Tất nhiên.
433596	Could you please repeat what you just said?	http://www.manythings.org/tatoeba	5147707	Bạn có thể nhắc lại lời bạn vừa nói được không?
433600	I'm a human.	NULL	9739357	Tôi là con người.
433656	Capitalism is the exploitation of man by man. Communism is the exact opposite.	NULL	9056983	Chủ nghĩa tư bản là sự bóc lột loài người do loài người gây ra. Chủ nghĩa cộng sản thì hoàn toàn trái ngược với điều đó.
433669	Do you have a fever?	http://www.manythings.org/tatoeba	9165698	Bạn có bị sốt không?
433737	It's my CD, isn't it?	http://www.manythings.org/tatoeba	3481624	Đó là cái CD của tôi phải không?
433772	The least you could do is to answer me.	http://www.manythings.org/tatoeba	506800	Điều tối thiểu bạn nên làm là hãy trả lời tôi.
433882	You're joking!	http://www.manythings.org/tatoeba	5158841	Đang đùa đấy à!
434178	All of the balls are yellow.	http://www.manythings.org/tatoeba	8975271	Tất cả quả bóng đều có màu vàng.
434242	Are you hungry?	http://www.manythings.org/tatoeba	1542475	Bạn có đói bụng không?
434258	Are you thirsty?	http://www.manythings.org/tatoeba	1542478	Bạn có khát nước không?
434336	Buy it, it's very cheap.	NULL	5772389	Mua đi, rẻ thôi mà.
434458	Come with me.	http://www.manythings.org/tatoeba	1543763	Đi với tôi.
434474	Could you speak more slowly?	http://www.manythings.org/tatoeba	1570321	Bạn có thể nói chậm hơn được không?
434690	Everything is very expensive in this store.	NULL	10274097	Mọi thứ rất đắt trong cửa hàng này.
434770	Fucking whore.	NULL	9734533	Đồ con phò.
434788	Go back to your seats.	http://www.manythings.org/tatoeba	1542023	Trở về ghế ngồi của các bạn đi.
434900	He has even more apples.	NULL	1541976	Thậm chí anh ta còn có nhiều táo hơn.
435076	Helen has won the prize.	NULL	4255238	Helan đã thắng giải thưởng.
435084	Help!	http://www.manythings.org/tatoeba	5489308	Giúp tôi với!
435279	Whose turn is it?	http://www.manythings.org/tatoeba	3481637	Bây giờ đến lượt ai?
435452	I like math.	http://www.manythings.org/tatoeba	509556	Tôi thích toán.
435623	There is a traffic jam on the highway.	http://www.manythings.org/tatoeba	8796369	Trên đường cao tốc đang xảy ra tình trạng tắc đường.
435767	You don't have to eat it.	http://www.manythings.org/tatoeba	1577529	Bạn không cần phải ăn nó.
436243	How old are you?	http://www.manythings.org/tatoeba	4950225	Bạn bao nhiêu tuổi?
436247	How old is that painting?	http://www.manythings.org/tatoeba	1574479	Bức tranh này bao nhiêu tuổi rồi?
436281	I agree.	http://www.manythings.org/tatoeba	8995771	Tôi cũng nghĩ như vậy.
436331	I am eating dinner with my husband.	NULL	1551877	Tôi đang ăn tối với chồng.
436425	I am really sorry.	NULL	8839473	Tôi thật sự rất xin lỗi.
436603	I forgot.	http://www.manythings.org/tatoeba	8974392	Tôi quên mất rồi.
436681	I have no time for that, and besides, I don't have any money.	http://www.manythings.org/tatoeba	1549254	Tôi không có thời gian làm việc đó, và ngoài ra, tôi không có tiền.
436717	I hope you like it.	http://www.manythings.org/tatoeba	1542986	Hy vọng bạn thích nó.
436719	I'll kill you.	http://www.manythings.org/tatoeba	8995688	Tôi sẽ giết bạn.
437011	I walk to school.	http://www.manythings.org/tatoeba	515477	Tôi đi bộ đến trường.
437466	Once a thief, always a thief.	http://www.manythings.org/tatoeba	8990774	Ăn cắp quen tay, ngủ ngày quen mắt.
437516	I will endure.	NULL	3606828	Tôi sẽ chịu được.
437975	The weather suddenly got warmer.	http://www.manythings.org/tatoeba	496382	Thời tiết đã ấm lên đột ngột.
441382	This dog is white.	http://www.manythings.org/tatoeba	5161367	Con chó này màu trắng.
441962	Please read the numbers on the meter.	http://www.manythings.org/tatoeba	489452	Vui lòng đọc các con số trên đồng hồ đo điện.
442957	Please open the bottle.	http://www.manythings.org/tatoeba	9189328	Hãy mở cái chai đó ra.
444986	I live here.	http://www.manythings.org/tatoeba	8992788	Tôi sống ở đây.
445021	What are you cooking?	http://www.manythings.org/tatoeba	8999107	Bạn đang nấu món gì vậy?
448177	Do you want me to paint you?	http://www.manythings.org/tatoeba	1564364	Mày có muốn tao sơn mày không?
449137	This soup smells horrible. Do you think it's gone off?	NULL	9028093	Món súp này có mùi khó chịu quá. Bạn có nghĩ là nó đã thiu rồi không?
450003	It's very big.	http://www.manythings.org/tatoeba	1547265	To quá.
450078	Please speak more loudly.	http://www.manythings.org/tatoeba	8774941	Xin nói to hơn nữa ạ.
450136	What's in this bag?	http://www.manythings.org/tatoeba	8997642	Trong túi này có gì vậy?
450711	I heard the phone ring.	http://www.manythings.org/tatoeba	10222596	Tôi đã nghe thấy tiếng chuông điện thoại.
451284	Everybody likes her.	NULL	8995064	Tất cả mọi người đều thích cô ấy.
452256	Don't lie to me.	http://www.manythings.org/tatoeba	8963743	Đừng nói dối tôi.
453068	I get on pretty well with my new classmates.	NULL	1543749	Tôi khá hòa hợp với những người bạn cùng lớp mới.
453072	Goodbye. See you tomorrow.	NULL	1541870	Tạm biệt. Mai gặp lại.
453112	What are you getting at?	http://www.manythings.org/tatoeba	9017797	Ý bạn là sao?
453194	I take the bus to school.	http://www.manythings.org/tatoeba	5150119	Tôi sẽ đi xe buýt để đến trường.
453216	She wept the entire night.	NULL	9778065	Cô ấy đã khóc suốt đêm.
453333	I went swimming after I woke up.	http://www.manythings.org/tatoeba	1551870	Tôi đi bơi sau khi thức dậy.
453409	He came in through the window.	http://www.manythings.org/tatoeba	8995643	Ông ấy đã vào bằng đường cửa sổ.
453530	Go to sleep.	http://www.manythings.org/tatoeba	9056984	Đi ngủ đi.
453601	Could I please use your phone?	http://www.manythings.org/tatoeba	1564358	Tôi có thể dùng điện thoại của bạn được không?
454177	You do not have a fever.	NULL	1573873	Bạn không có bị sốt.
454376	I studied in Boston from 2003 to 2007.	http://www.manythings.org/tatoeba	1541994	Tôi học ở Boston từ năm 2003 đến năm 2007.
454434	I don't remember what happened anymore.	http://www.manythings.org/tatoeba	9777746	Chuyện gì đã xảy ra, bây giờ tôi đã không còn nhớ được nữa rồi.
454514	I think, therefore I am.	NULL	2577812	Tôi tư duy, nên tôi tồn tại.
455795	I would like fruit juice.	http://www.manythings.org/tatoeba	9009608	Tôi muốn nước trái cây.
455915	I'm not free.	http://www.manythings.org/tatoeba	5526727	Tớ không rảnh.
456201	It's about to rain.	http://www.manythings.org/tatoeba	9013947	Có lẽ là trời sắp mưa.
456237	It's raining.	http://www.manythings.org/tatoeba	9001482	Trời đang mưa.
456341	Many offices of the municipal government are in the town hall.	NULL	5754238	Nhiều văn phòng của chính quyền thành phố nằm trong tòa thị chính.
456381	May I use your telephone?	http://www.manythings.org/tatoeba	9735537	Cho tôi mượn cái điện thoại của bạn có được không?
456411	My brother prefers windsurfing.	http://www.manythings.org/tatoeba	3534114	Anh tôi thích lướt ván buồm hơn.
456641	The second combination plate contains meat.	NULL	3460412	Phần ăn thứ hai có chứa thịt.
456647	Push the door carefully.	NULL	3355989	Đẩy cái cửa cẩn thận.
456731	She likes to read.	NULL	6618642	Cô ấy thích đọc sách báo.
457570	Japan has changed significantly in the past 50 years.	NULL	8962094	Nhật Bản đã có những thay đổi đáng kể trong 50 năm qua.
457633	Do you come here every day?	http://www.manythings.org/tatoeba	9733830	Mỗi ngày bạn đều đến đây à?
457799	I worked a lot today.	http://www.manythings.org/tatoeba	9095546	Hôm nay tôi đã làm việc rất nhiều
458061	I'm really sorry!	NULL	9381355	Tôi vô cùng xin lỗi.
459123	The Japanese archipelago is struck by a terrible heat wave.	NULL	3680926	Quần đảo Nhật Bản bị tấn công bởi một đợt sóng nhiệt khủng khiếp.
460326	My puppy died, and I'm terribly upset.	NULL	9441248	Vì chú cún của tôi chết rồi cho nên tôi vô cùng đau buồn.
460467	I want to tell you something strange.	NULL	1550528	Tôi muốn kể cho bạn nghe cái gì đó lạ.
462388	She sells flowers.	NULL	1541907	Cô ta bán hoa.
462428	Show me where it hurts you.	NULL	9707391	Cho tôi xem bạn đau chỗ nào đi.
462434	Sign here, please.	http://www.manythings.org/tatoeba	1564363	Vui lòng ký vào đây.
462492	Take it away, please.	http://www.manythings.org/tatoeba	5758903	Làm ơn mang nó đi giúp tôi.
462680	The dogs are wet.	http://www.manythings.org/tatoeba	8962176	Lũ chó bị ướt sũng.
462900	The restaurant is on the ground floor.	http://www.manythings.org/tatoeba	9022304	Nhà hàng đó ở tầng 1.
463336	This laptop is light.	http://www.manythings.org/tatoeba	9165693	Cái laptop này nhẹ phết nhỉ.
463611	I've brought a cup of coffee.	http://www.manythings.org/tatoeba	5763086	Tôi vừa đem một cốc cà phê đến.
464216	This table is heavy.	http://www.manythings.org/tatoeba	4605234	Cái bàn này nặng quá.
464426	We need to have a contract.	http://www.manythings.org/tatoeba	4745508	Chúng tôi cần một bản hợp đồng.
464574	What have I got to do so that you'll pay attention to me?	NULL	1547268	Tôi phải làm gì để bạn có thể chú ý đến tôi đây?
464588	What is my room number?	NULL	593009	Số phòng của tôi là số nào?
464656	She came to Tokyo when she was eighteen years old.	NULL	9034855	Cô ấy đã lên thủ đô khi cô ấy 18 tuổi.
465084	It's wrong to deceive people, but worse to deceive yourself.	http://www.manythings.org/tatoeba	9363973	Lừa dối người khác là sai, nhưng lừa dối bản thân thì còn tệ hơn.
465186	I wish people would stop saying things in ways that crush young dreams.	NULL	1577510	Tôi mong sao mọi người ngưng nói ra ý kiến theo kiểu chà đạp những ước mơ trẻ.
465959	What do you think of his suggestion?	http://www.manythings.org/tatoeba	9756312	Bạn nghĩ thế nào về đề xuất của ông ấy?
465980	Do it the way he tells you to.	NULL	1563761	Làm theo cách mà anh ấy đã chỉ bạn.
466050	Everyone in his family is tall.	NULL	10257508	Cả nhà ảnh đều cao.
466648	I'm looking for a French penpal.	NULL	9000359	Tôi đang tìm kiếm một người bạn qua thư người Pháp.
466949	You are pretty, like a cherry blossom.	NULL	9040862	Bạn xinh đẹp như hoa anh đào vậy.
467315	Because of his advice, I was able to succeed.	NULL	8982124	Nhờ lời khuyên của anh ấy mà tôi đã thành công.
467610	Where did you see that woman?	http://www.manythings.org/tatoeba	5164672	Bạn thấy người phụ nữ đó ở đâu?
470767	Reading is to the mind as food is to the body.	NULL	8974536	Việc đọc sách đối với tinh thần cũng giống như thức ăn đối với cơ thể vậy.
471323	As far as I know, she hasn't departed yet.	NULL	3534101	Theo như tôi biết, cô ta chưa đi đâu.
473822	Spanish is her mother tongue.	NULL	9010573	Tiếng Tây Ban Nha là tiếng mẹ đẻ của cô ấy.
473880	I will shoot him.	NULL	8892124	Tôi sẽ bắn nó.
474057	Practically every family has a TV.	http://www.manythings.org/tatoeba	9165646	Thực chất thì tất cả mọi gia đình đều có ti vi.
474109	To see the answer to the question, simply click on the question.	NULL	9006345	Để xem câu trả lời của câu hỏi, hãy click vào câu hỏi.
477193	I usually get up at eight o'clock.	http://www.manythings.org/tatoeba	477209	Tôi thường thức dậy lúc 08:00.
477835	You can also find many books in various formats at Project Gutenberg.	NULL	8987202	Ngoài ra thì bạn có thể tìm được nhiều cuốn sách với rất nhiều định dạng khác nhau trong dự án Gutenberg.
478006	You too, Brutus?	NULL	9032855	Bạn cũng vậy sao, Brutus?
478583	Do you even care?	http://www.manythings.org/tatoeba	478589	Vậy bạn có quan tâm không?
478586	What are the first five letters of your email?	NULL	489509	Năm ký tự đầu tiên trong địa chỉ mail của bạn là gì ?
479006	Here is my key.	http://www.manythings.org/tatoeba	5911244	Chìa khóa của tôi đây.
479978	I got on the wrong train.	http://www.manythings.org/tatoeba	6275451	Tớ lên nhầm tàu.
480006	What did you do last vacation?	http://www.manythings.org/tatoeba	1575830	Kỳ nghỉ vừa rồi bạn đã làm gì?
480139	Ann has many friends.	NULL	690564	Ann có nhiều bạn bè.
481845	I really want to know.	http://www.manythings.org/tatoeba	1550541	Tôi thật sự muốn biết.
482089	Please explain why you can't come.	http://www.manythings.org/tatoeba	3358839	Xin vui lòng giải thích tại sao bạn không thể đến.
482234	What the fuck?	NULL	9734522	Cái đéo gì thế?
482797	It takes time to speak a foreign language well.	NULL	3839326	Cần phải có thời gian để nói tốt một ngoại ngữ.
483017	I ride my bike to work.	http://www.manythings.org/tatoeba	8978118	Tôi đi làm bằng xe đạp.
484286	If you feel there are several possible translations, note that for the same sentence, you can add several translations in the same language.	NULL	489427	Lưu ý rằng đối với cùng một câu, nếu bạn cảm thấy có thể có nhiều bản dịch, bạn có thể thêm một số bản dịch đó trong cùng một ngôn ngữ.
486246	She is poor, but happy.	NULL	9048552	Cô ấy nghèo nhưng hạnh phúc.
487887	I want to go for a swim.	http://www.manythings.org/tatoeba	506803	Tôi muốn đi bơi.
488820	Well, stranger things have happened.	NULL	496213	Vâng, nhiều chuyện lạ đã xảy ra.
489438	She gave me a watch.	NULL	489440	Cô ấy đã cho tôi 1 chiếc đồng hồ.
489544	Ignore what he said. He was only joking.	NULL	489547	Làm sao để dịch tiếng anh hay nhất
489744	The ship leaves for Honolulu tomorrow.	http://www.manythings.org/tatoeba	489976	Con Tàu sẽ rời khỏi Honolulu vào ngày mai
489765	I count the sparkle of constellations to foretell the future of my love.	NULL	489771	Tôi đếm tia sáng những chòm sao như một lời tiên đoán cho tình yêu của mình.
490375	Quite a few people have two cars.	http://www.manythings.org/tatoeba	490550	Khá ít người có cả hai chiếc xe ô tô.
490661	I'm going to kill you for wasting my time.	NULL	490662	Ta phải giết ngươi vì đã làm lãng phí thời gian của ta.
490663	You're driving like a maniac!	NULL	490664	Bạn đang lái xe cứ như một kẻ điên vậy!
490674	Can you give me an example?	http://www.manythings.org/tatoeba	490676	Bạn có thể cho tôi một ví dụ không?
491541	I write to Erwan Le Bourdonnec.	NULL	5772390	Tôi viết cho Erwan Le Bourdonnec.
491765	If you like seafood, you've come to the right place!	NULL	1542973	Nếu bạn thích đồ biển, bạn đã đến đúng nơi rồi đó!
492633	She thought that I was a doctor.	http://www.manythings.org/tatoeba	9007240	Cô ấy đã cho rằng tôi là một bác sĩ.
495466	You must keep the promises you make.	http://www.manythings.org/tatoeba	510184	Bạn phải giữ lời hứa.
495479	Who did you meet?	http://www.manythings.org/tatoeba	9733860	Bạn đã gặp ai vậy?
495643	What do you need this money for?	http://www.manythings.org/tatoeba	5910952	Bạn cần số tiền này để làm gì?
495717	I'm a journalist.	http://www.manythings.org/tatoeba	2712353	Tôi là nhà báo.
495837	Please shut the door.	http://www.manythings.org/tatoeba	8839355	Làm ơn hãy đóng cửa.
495838	Please close the door.	http://www.manythings.org/tatoeba	8839355	Làm ơn hãy đóng cửa.
495877	Don't talk in the classroom.	http://www.manythings.org/tatoeba	8982128	Không được nói chuyện trong lớp học.
495916	"I'm in a terrible hurry... for reasons I can't say, Dima replied to the woman. ""Please, just let me try on that suit there."""	NULL	3468371	"Tôi đang cực kỳ vội... vì những lý do tôi không thể nói ra, Dima trả lời người phụ nữ. ""Hãy vui lòng để tôi thử bộ đồ đó."""
497115	My father drives to work.	http://www.manythings.org/tatoeba	9738939	Ba tui đi làm bằng xe hơi.
497736	I will be there tomorrow.	NULL	642269	Ngày mai tôi sẽ có mặt tại đó.
497934	I've got a headache.	http://www.manythings.org/tatoeba	9001478	Tôi bị đau đầu.
499541	He's mumbling something.	http://www.manythings.org/tatoeba	8995085	Anh ấy đang lẩm bẩm cái gì đó.
499622	If you want to be loved, love!	NULL	8961591	Nếu bạn muốn được yêu, thì hãy yêu đi!
502621	Do you have change for a dollar?	http://www.manythings.org/tatoeba	3333181	Bạn có đồng đô la tiền lẻ không?
503719	Next time I'll come earlier.	http://www.manythings.org/tatoeba	5150120	Lần tới tôi sẽ đến sớm hơn.
505811	It's only a dream.	http://www.manythings.org/tatoeba	3228484	Điều đó chỉ là một giấc mơ.
506446	Don't worry.	http://www.manythings.org/tatoeba	5680	Đừng lo.
506460	Tomorrow is Sunday.	http://www.manythings.org/tatoeba	1549464	Ngày mai là Chủ nhật.
506826	The red hat goes well with her dress.	NULL	8996718	Chiếc mũ đỏ này rất hợp với chiếc váy của cô ấy.
507914	I go to church every day.	http://www.manythings.org/tatoeba	9629987	Mỗi ngày tôi đều đến nhà thờ.
508255	She looks young, but she's actually older than you are.	NULL	4608438	Cô ấy nhìn có vẻ trẻ thật đấy nhưng thật sự thì cô ta già hơn cậu nhiều.
508298	There's nothing more expensive than love.	NULL	9021929	Không có gì đắt đỏ hơn tình yêu.
508799	She is poor, but she is happy.	NULL	3140263	Cô ta nghèo, nhưng cô ấy rất hạnh phúc.
509195	At what hour was she born?	NULL	3470062	Cô ta được sinh vào giờ nào?
510309	If Cleopatra's nose had been a little lower, the history of the world might have been different.	NULL	9778094	Nếu chiếc mũi của Cleopatra mà thấp hơn một chút, lịch sử thế giới chắc sẽ khác đi.
511477	Please give me a piece of paper to write on.	http://www.manythings.org/tatoeba	511673	Làm ơn cho tôi một tờ giấy để viết.
511671	Only she can use the computer.	NULL	511676	Chỉ có chị ấy mới có thể sử dụng máy vi tính.
511852	He's my younger brother.	http://www.manythings.org/tatoeba	5758794	Nó là em trai tôi.
512043	It seems that he's happy.	http://www.manythings.org/tatoeba	3109167	Hình như nó đang vui.
513359	It takes two to do something strange.	NULL	3335723	Cần hai người để làm cái gì đó lạ.
514930	What do you wish for?	http://www.manythings.org/tatoeba	5146444	Bạn ước điều gì vậy?
514989	I don't want to be used.	NULL	9742145	Tôi không muốn bị lợi dụng đâu.
518315	Let's take a ten-minute break.	http://www.manythings.org/tatoeba	1548744	Hãy nghỉ giải lao 10 phút.
521664	She decided to quit her job.	NULL	5763111	Chị ấy quyết định thôi việc.
525150	She's a professor.	NULL	9033769	Cô ấy là một giáo viên.
